,qname,seqLength,sampleQnamesChr,subTeloAlignLength,teloBPLengths
1024,dc4c8351-b3f7-4425-b314-c61a4256ad78,5807,chr11:p-arm,1326,4342
1025,8439d231-3fd5-475a-ab80-3c83bd6ec3c2,8990,chr20:p-arm,2152,5484
1026,5dce12d4-b8bd-40c6-a417-690afa8cc057,9975,chr9:p-arm,1516,7874
1027,56365767-b0bc-4477-86c9-66e003099d71,14012,chr17:p-arm,4339,6922
1028,f3bc383a-7656-4379-bb80-f2f815b6a484,6117,chr19:p-arm,1016,4750
1029,31397318-3330-4348-8eec-b25c73094615,20897,chr22:q-arm,16784,1355
1030,6041014c-2515-4195-9a38-952d7f20a946,5610,chr19:q-arm,76,4308
1031,c1becd7a-407d-4e5f-af5b-24ab180e8e04,8697,chr1:q-arm,2976,4886
1032,d108e122-f64c-4b68-8d52-d94818eac0e2,1411,chr13:p-arm,347,540
1033,57567330-e5cb-4593-a485-00d5248fed19,7839,chrX:q-arm,1234,6054
1034,7a5f2c9b-71b5-4f81-b5ed-7d4ea0c23972,4052,chr16:p-arm,1403,2568
1035,ea30eb55-ef74-4529-b2d3-f925472ea2e1,56093,chr21:p-arm,33465,12711
1036,49c0eea6-84d3-4049-89dc-51fa0eeededd,2876,chr15:p-arm,1408,1206
1037,c83551d0-5369-4105-a19a-c905aa602906,4170,chr12:p-arm,1627,1950
1038,cd0aea90-24a8-4c75-9baa-46c44fd7f3cd,12628,chrX:p-arm,66,96
1039,542e9ed1-cd68-48d5-be26-d4f3ca998ea5,40734,chr21:p-arm,26862,3577
1040,63f17720-d263-43a5-9603-50804b261d57,1468,chr19:q-arm,85,273
1041,770d9d5e-53a4-4abd-8991-289f72ffe9ee,3843,chr19:p-arm,1205,2458
1042,eb0b4c3d-008b-40fb-9801-8d0242560d67,4050,chrX:p-arm,58,3891
1043,ec7c49e5-9dd6-42ea-8937-2a693ad91e52,27538,chr7:q-arm,15710,8736
1044,11273ca0-4704-494e-acd2-5ce38bf1e9d3,4762,chr3:q-arm,1102,3142
1045,7ed3f0d5-1045-4d69-89b2-c0fcb6c2df84,13167,chr17:q-arm,114,514
1047,da4a297d-bad4-42f4-9b42-6145c299dd7f,16573,chr2:p-arm,5592,9514
1048,b329258e-993f-49c6-8673-bf6fd0a324b7,6504,chr11:p-arm,1483,4782
1049,395675a5-a243-420f-ae70-ef055277fa01,6255,chr22:q-arm,146,5303
1050,93f14160-7c2c-4e1b-a8ff-66bc584c5d13,5272,chr11:p-arm,1170,3646
1051,35c51b28-fd89-4e83-ac5d-46540c79b019,47179,chr16:q-arm,35192,7134
1052,8fffc1bc-a7d4-431f-8995-5f107ee56484,14194,chr6:q-arm,5951,6088
1053,c82c9e67-4e31-43e5-801a-d360abb7a94b,1908,chrX:q-arm,1066,96
1054,167cff54-e9ef-4a5b-9e72-0d446f304ddc,7420,chr14:q-arm,47,36
1055,2feb76e8-2e8a-4ff2-9750-202745c1168a,16536,chr10:p-arm,10117,4291
1056,462f28b6-932c-4e66-85f9-ddb839e6b110,6926,chr6:p-arm,1086,5584
1057,b0a8e9ea-ebe3-494c-b401-c36cfa2bce98,10487,chr4:p-arm,1136,9244
1058,fa1325a2-bb22-4653-a223-734af45ffab6,10068,chr11:p-arm,1435,8578
1060,e243a7d0-6695-4416-bd37-6f8bba999e1c,6835,chr18:p-arm,2124,3025
1061,655f1e70-746f-42dc-8194-25d7f93b5cd9,6785,chr3:q-arm,1162,5119
1062,519f55c5-eac0-4f33-aea4-3597b7a9f9ac,22995,chr11:q-arm,11460,6988
1063,2a3a36a3-9eff-468e-91dc-be74b0b0611b,6691,chr6:p-arm,882,5084
1064,fa731761-df06-4194-9561-f2ae2f966182,20796,chr6:q-arm,12996,6418
1065,b08b69bf-326e-4f3d-bade-0642f2a74038,24060,chr12:q-arm,14098,7453
1066,63257da2-79b9-4718-bff8-b028994b0544,8646,chr19:p-arm,1428,6823
1067,ef08bc11-8195-4e53-b3d5-c8934b674d95,12785,chr22:q-arm,8006,2382
1068,f6addc6c-ead9-40c9-b544-0d6537158cbc,5156,chr19:p-arm,524,4286
1069,0b831a27-f80e-407d-a479-186de57a99e2,13979,chr11:q-arm,5273,7485
1070,9f4cd08b-f52e-4cbc-a099-0342785181dd,12332,chr1:q-arm,6668,2344
1071,cd773c58-19e4-44d6-975a-8362635c25ec,15015,chr22:q-arm,7861,4426
1072,236c71ae-d1a2-4316-bdb9-060e7a20bae9,6972,chr1:q-arm,185,6498
1073,796cf1dd-9c6a-47a7-b545-ed5aec718c69,28799,chr22:q-arm,16394,9682
1075,55a4bf66-bf69-4ca4-a1cb-22660c59f6da,20855,chr15:q-arm,356,192
1077,f20c0e22-337f-4e1f-909c-15004ae79b73,2537,chr19:q-arm,73,1251
1078,95284e75-dd3e-4e02-8de2-59069172ef34,3460,chr22:p-arm,735,2628
1080,f086ef03-d96f-4adf-8e02-571146ab2265,41666,chr18:q-arm,27078,3724
1081,a67657ac-edc7-4106-b4fc-73efcf0e1e66,19459,chr8:q-arm,9002,2878
1082,5fe04987-260c-4ae3-a1be-4217be01ebfc,4235,chr9:p-arm,1449,1905
1083,29aad8f9-58a5-46fe-ba12-4a8eb82b03fa,38405,chr20:q-arm,27345,4653
1084,b7e2a00f-f694-4e1e-b42e-50ea274ec6b6,18393,chr18:p-arm,104,76
1085,aae17f42-d1b7-4f29-908d-682197eb048e,11564,chr11:q-arm,5007,4450
1087,5163b16f-3ba5-425a-8db6-a8522bb2ae7d,19661,chr5:p-arm,7599,10643
1088,44e2e195-958c-4a0e-af50-6caa6fdb906a,27950,chr4:q-arm,17031,8115
1090,35ff0cad-8777-4fc9-bbc7-1551dcb25c20,9951,chrX:q-arm,586,300
1092,07c5a9c8-0ddd-42ff-b2f2-c58eb879b1cc,23976,chr15:q-arm,10294,7012
1093,5cfb11a2-7172-43a8-9138-cf4d37720f7e,18918,chr14:q-arm,11589,5722
1094,46d79f36-20c9-4c6b-89a0-880d35327f71,1792,chr14:q-arm,59,1627
1095,93b67b51-e031-4306-a7bc-55323c1be98e,27446,chr1:p-arm,12247,12201
1096,73c732b5-b2ee-4c65-a697-ec0212b8f737,17974,chr3:p-arm,50,24
1097,b6d73927-32ac-4fd5-b476-7620aa9b7f70,2026,chr11:p-arm,1656,237
1098,909bb654-c402-4fb5-8600-5046bf9aafb4,17000,chr18:p-arm,11425,3823
1099,cfbc37bb-0f2a-40d7-a79b-040a935133a5,1645,chr19:q-arm,100,870
1100,96984a96-a22a-45cb-8980-45abe5ac53b3,19667,chr12:q-arm,91,36
1101,8e28cbb6-68d1-45b3-a131-53d805e3dcb4,2603,chr3:q-arm,458,2020
1102,2eb05def-3be4-4683-8f94-854b4910704c,8794,chr9:p-arm,1541,6701
1103,9af1abbd-e33f-476e-9d88-7a1b857448fa,4881,chr19:p-arm,44,144
1104,cc2531c7-da65-4a5c-b0ed-df2faeb117a3,10387,chr22:q-arm,44,126
1105,a7e6ecba-6711-449a-9669-8d1e0a78b53d,22035,chr12:p-arm,12766,6328
1106,51b11bb7-a021-43ca-9f5a-b755affaed08,2183,chr19:q-arm,1167,442
1107,b3751408-f14c-43f3-9bf6-2ddd8f65f365,37145,chr14:p-arm,25118,7570
1108,e137dc08-81ef-469c-a72e-1edaf24bd4e1,1227,chr11:q-arm,77,1065
1109,80ed2efc-f976-4222-8990-5e1122d40566,20859,chr21:q-arm,15034,4282
1110,28e92f9a-1ef4-4c13-ae6e-56032a26e4c1,18068,chr20:q-arm,195,114
1111,0adb158f-5e14-4949-baa5-09a08c567807,3581,chr2:q-arm,2561,234
1112,dcdac6af-3c21-49e9-b9d9-643b584c98fc,4932,chr19:q-arm,95,3495
1113,a2e9c809-384b-4a87-88c7-55f3f39006e5,1549,chr19:q-arm,86,175
1114,50dbd88d-380f-47f6-9be8-4634f7d9ea46,14323,chr1:p-arm,5625,7623
1115,13888161-695c-46e3-8faf-88427ef7e4bd,3148,chr1:q-arm,79,2985
1116,88844f1d-2d5a-43ae-8f4f-aa406bdaea27,11316,chr16:p-arm,1206,9615
1117,419433a0-9824-4f0d-a9ea-9316d7dc0f18,2851,chr19:q-arm,72,1380
1118,10c5476b-a0d3-4e0b-9531-3d5ff2956142,6670,chr4:p-arm,1288,4834
1119,caba4ebf-ac9c-4ed3-97a5-d4d5e9a7ee42,7704,chr9:p-arm,1649,5567
1120,231c6499-a546-4555-a580-ed15e1d60072,9388,chr14:p-arm,4898,2780
1121,5033f324-2a96-4067-95f6-526e5d14c817,51743,chr5:p-arm,38808,5961
1122,096e2607-0bc6-4957-a4a1-20c3d591d579,55429,chr4:p-arm,42552,6066
1123,cd4251fd-5cdb-4e04-a0c2-d8fd88392545,19835,chr12:q-arm,10036,8355
1124,d79e052c-cc10-4609-b25f-e19595144c07,15554,chr13:q-arm,8973,5126
1125,2b11c996-4a33-4416-9c6e-f8aa5d7efb44,7921,chr12:p-arm,1167,5841
1126,1d756fe3-0497-4eaf-bd73-594e55c862f3,12238,chr18:q-arm,5221,5527
1127,508eaf27-ea79-4a80-b3e4-f427d2f75fa7,1419,chr19:q-arm,63,36
1128,b56a257b-3611-4a0d-a83f-788183bfdc9a,13037,chr17:q-arm,4123,6921
1129,ee33ac34-e5f1-4efa-8fd0-ccad7960e2be,33768,chr10:q-arm,22212,6767
1130,0d1ae5d0-2f15-4bd7-9e7f-c462ae0a7331,26567,chr6:q-arm,18155,4876
1131,2c6763a2-bc53-4bd2-a1c0-6cc792518168,11153,chr16:q-arm,4664,3841
1132,aa43f958-e234-404e-a5ab-a1de8d058e3a,2232,chr22:p-arm,621,2028
1133,a0a094fc-a8ae-4406-a1f6-388d2066f532,16333,chr20:q-arm,8251,5796
1134,adbf0346-6048-43e9-9305-bd8a689c2f05,41602,chr11:p-arm,21706,12428
1135,a65c71c6-086e-48ae-a566-a0e24d711638,20942,chr17:q-arm,9674,8989
1136,df7b798f-ffcd-4389-98af-d57181e9bd27,5448,chr12:q-arm,97,5280
1137,eec3712c-c3c1-4e4b-87ad-8ee864ef7d67,16370,chr10:p-arm,9246,3661
1139,2dba856f-9820-4fd9-b4f5-9f6667826fe7,16339,chrX:p-arm,4381,9233
1140,4ba3a1df-5f75-463d-98d2-fe227c97f05e,22698,chr15:q-arm,13375,7147
1141,ea3210e9-621b-4e38-8df8-e1c4fc7d9612,16983,chr19:p-arm,8778,3546
1143,052ab4e0-6d2c-4468-a3e9-7b22bc4730c1,25909,chr8:p-arm,17329,4996
1144,a50a7288-9366-4b4a-b6f3-1de415fd028b,11816,chr17:q-arm,51,228
1146,ead7a881-d6cc-42aa-bcec-f2e2bbbe3e30,44180,chr20:p-arm,32360,4364
1147,cc0c0dd2-686a-4623-a763-9181bd3c2246,36718,chr21:p-arm,25975,6025
1148,9b756770-b35c-4e9d-ba45-53cdb42c6b27,32603,chr5:p-arm,22483,5372
1150,3446d633-d31e-487f-ab87-2f1d0f740e14,27267,chr4:q-arm,16532,7966
1152,864b5d60-baf2-4817-9e82-ccf92420c1e2,14945,chr14:p-arm,5467,5350
1154,68332c1c-0560-464c-afa1-1558f228aac4,2470,chr8:q-arm,103,2308
1155,7865098e-af59-4edc-bb5d-df0b71479c63,2228,chr11:p-arm,1339,204
1156,e9c6a0a0-ba1f-45ae-964c-679292e3d288,11205,chr5:q-arm,45,96
1157,9533d4bb-92e2-4e08-bf92-09c58677de49,10836,chr1:p-arm,1798,8197
1158,d0bca1bc-e8f2-4fe6-b7ae-f1ffa125c080,45771,chr17:q-arm,33342,8132
1160,b240608d-3577-4e1c-a5b8-e682025b3136,4559,chrX:q-arm,1522,2673
1161,6f3372c1-f173-4292-917d-84a0d3500372,4884,chr8:q-arm,64,4387
1162,04c1aa75-2a74-4743-b56b-cf046603c1a0,6320,chr19:q-arm,108,5083
1163,2fd35a40-292d-4d1a-99f5-f8ccfcba85d3,13187,chr10:p-arm,10263,234
1164,4a743912-b721-40a5-af3b-a550eb2112db,8950,chr21:p-arm,6027,2302
1165,5b93b50f-0134-4697-9e89-95da47406e81,2672,chr17:q-arm,51,127
1166,0cb3c93a-1357-4635-89e0-e922fccc2589,2612,chr19:q-arm,68,1393
1167,c7065dd0-9a4b-45fd-ac39-78471c11cb0d,23884,chr2:p-arm,13584,2038
1168,ab40f3fc-cd6c-4229-9f49-cd77ab086610,22147,chr4:p-arm,12720,5902
1169,a914e31c-5b00-4744-87c7-91b4977b2d35,24421,chr14:q-arm,13324,6950
1170,0db1f494-20df-4ef4-95fd-53bd902a2115,7678,chr15:q-arm,995,5992
1171,d985f435-ec8b-45d4-8afc-e15eb7ccab77,41756,chr14:p-arm,23991,8649
1172,320cc5cb-7c69-4df4-a1e9-4606ce970afd,43303,chr18:q-arm,31312,4719
1173,025703ea-10dd-4fa4-bd35-3eccb304fdce,10727,chr17:p-arm,3967,5182
1174,1a16bc60-9739-4bf2-b64b-0207fb60a267,9301,chr8:q-arm,4771,4111
1175,1c2284c8-6f09-40dd-870b-616a38ada291,2042,chrX:p-arm,59,1882
1176,f944c951-5665-43b5-a8b5-40f62ab8c6ea,7261,chr20:p-arm,284,4409
1177,91fc21b6-2a7a-49c8-bec1-2d97d676cbbd,5299,chr7:q-arm,2873,1069
1178,e81fcbfb-6b04-4a6c-9e00-e8e5ad43775a,24392,chr8:p-arm,17421,3561
1179,8c5401c7-79e3-4fc6-be02-7cb10895f32e,6220,chr2:q-arm,120,120
1180,50c2bd35-e474-41c7-ac04-5551407180c8,19178,chr17:q-arm,50,718
1181,fe249fdf-be0f-49ec-85a4-7746a62b1d67,7077,chr21:p-arm,1103,6088
1183,5d3da67e-ea9d-49c0-b91e-8577a98e7481,5538,chr6:q-arm,1607,3232
1185,a351d0b8-6cb8-49f2-96d7-82e50cd8a52a,5324,chr8:p-arm,1413,3456
1186,2dab691d-2efb-49b7-92dd-b4113bf39dbd,53079,chr13:q-arm,40627,4636
1187,b1df727f-059d-4009-bd12-19f71c2455ac,35528,chr19:q-arm,27012,206
1188,162ca270-e996-44f3-a54d-6931a89ca0c5,6356,chr6:p-arm,782,4483
1189,731d67c2-321b-47bc-9b7a-7183add5d578,60473,chr1:q-arm,49869,1702
1190,3e0db26d-78f7-470e-84d0-926a825dbf19,7732,chrX:q-arm,1717,5831
1191,48bb5d39-dee5-413e-9176-183547f8f09b,16764,chr7:p-arm,7628,7568
1192,fc84e213-3fd0-4429-8784-acf24e73b939,22146,chr14:p-arm,16834,3175
1193,03454eb2-2232-4323-a268-7d8f1a0f9c47,15664,chr9:p-arm,1168,13665
1194,1302e076-88d0-4ef3-8b73-ab76af3d9ac7,1800,chr14:p-arm,1294,214
1195,8eebb78f-296b-41b2-96f5-6e52e8c57726,7190,chr7:q-arm,92,6791
1196,f9e49f9c-f7a5-4aa2-933b-2d63495bc61c,7164,chr6:q-arm,1176,5302
1197,86d1f4c7-fecc-437a-9d13-15909d71be31,20773,chr10:p-arm,11722,7924
1198,35f11b62-62fd-49aa-867a-f1c8e0c358ea,1494,chr19:q-arm,85,129
1199,1fa9d25c-6b3b-43a1-96f3-63199514c63c,7493,chr19:p-arm,1076,5866
1200,1ae60b0b-c821-41dc-9f8e-6ca6ca08099a,14449,chr1:p-arm,10724,1792
1201,6bda15ab-cf2e-49ad-9031-b1d43dbc13a3,3513,chr18:p-arm,2985,240
1202,1509d697-920c-4779-970a-8c2cdb0d9332,10632,chr19:q-arm,3988,5986
1203,7e4f4114-4e8d-462f-8d97-094a64dcec50,45330,chr17:q-arm,30477,10716
1204,69e12b03-3643-470f-8551-d3f37ad28501,15004,chr10:p-arm,4145,8866
1205,cb97b295-ea10-477c-8ac0-6d1c00556f7d,26446,chrX:p-arm,213,204
1206,dd9cf458-bb9b-4210-9ed4-7ac5b6140b4f,1530,chr1:p-arm,1002,54
1207,e8216061-1a3b-4493-a157-4cfb7cc39048,25726,chr7:q-arm,15784,7003
1208,8fa6734f-8c1b-4fa8-b14b-cf3155984f32,11981,chr19:q-arm,6134,4940
1209,1dfe2039-0f3b-435a-986d-2edd01891855,4208,chrX:p-arm,76,4048
1210,49ba0dcf-bcdf-4601-a44e-515b49662fe5,16514,chr12:q-arm,8537,7738
1211,24987cdf-4099-46d7-bbec-f9cbc1544406,1562,chr16:p-arm,42,1400
1212,26e882cd-ece2-49c6-870d-23cd456b49ae,5642,chr4:q-arm,3052,1751
1213,6ce678ca-c3e7-4b22-bcc5-3f31fa984aea,18624,chr5:p-arm,8163,8051
1214,c1cdf988-ef62-491e-bc66-fde233082cdb,13760,chrX:q-arm,457,222
1215,4cfbcb72-7081-4364-b492-ab84a602251f,27468,chr8:p-arm,18608,6484
1217,a4f74ffe-27e9-416a-903d-1eccb50e7bd9,5308,chr9:p-arm,395,3910
1218,984c4915-af56-4504-b386-8b65beb63f86,22724,chr21:q-arm,12926,7522
1219,17582ad5-6f8a-4a13-980a-f021d8f4ac42,18550,chr14:q-arm,9189,6374
1220,f8b5c3bc-82dc-4527-be56-ac5ed890c940,40572,chr6:p-arm,27896,6966
1221,32511963-af28-47ad-90fc-cf2e282876e3,11978,chr19:q-arm,5293,5980
1222,8cd63367-d039-4dca-9408-8cba89f2d3ec,36654,chr8:p-arm,20685,6267
1223,d49dc24b-6faf-46c0-b649-a38cd48659e3,11798,chr4:p-arm,4682,5596
1224,36744bd3-8ad8-4340-a9d5-aa1e11e147c0,34089,chr7:p-arm,24182,3767
1225,f63d0472-f044-4f9f-8aeb-850876358cbd,5497,chr18:q-arm,588,4551
1226,294fa75a-3d0f-4692-a5a9-b0798182c696,17442,chr17:q-arm,11810,2941
1227,3155c707-bfce-444a-9914-038f0b970cd3,4777,chrX:p-arm,68,4589
1228,5238f44f-d3a6-41f3-8544-b5040453bff5,36840,chr12:q-arm,13297,5892
1229,d1062b2b-ae7a-412a-a383-319bfe131480,12873,chr14:p-arm,1670,7488
1230,7d56087c-3810-4258-9b50-a141747bf9f5,14592,chr14:p-arm,7955,3224
1231,6c4ff9b9-307b-4b9a-8e15-68f7874aa0a3,23031,chr3:p-arm,8994,11848
1232,b2cd0022-e008-4aad-8e47-3834ac593b3e,4743,chr19:q-arm,93,3442
1233,69bd8650-3ecb-4040-98c5-330970f83673,8939,chr15:q-arm,84,360
1234,58b6c023-d573-413d-b78a-9e959bf71a13,1927,chrX:q-arm,76,1768
1235,4ec2f4fc-73d5-4686-99a5-6b95dbb19bc9,10349,chr3:q-arm,508,8986
1236,eb54e11b-11e4-42dd-a524-dabda17a817e,8355,chr2:p-arm,1247,198
1237,2151c520-d387-4f54-b6c7-fa30f065921b,6758,chr8:q-arm,146,5352
1238,fe6b868d-ab95-4c0a-b074-5ccab4ab2a7a,10449,chr17:q-arm,4176,5125
1239,47650836-a3de-4ce7-bdce-ddbdd9807265,2593,chr3:p-arm,80,2433
1240,d1702d7b-a556-4d6e-bd96-762692ade17c,9841,chr20:p-arm,51,225
1241,464e0224-a448-471b-b1fc-78fa2a724f6c,23061,chr19:q-arm,15419,6669
1242,535fe5a2-da98-4a91-b881-539607f562ac,31589,chr6:q-arm,21945,3716
1243,d48936a5-7870-4bf5-973c-dffc01311a65,3496,chr6:p-arm,989,2076
1244,7feeb896-4ece-4c6f-97fb-b97239938ce1,20627,chr10:p-arm,17313,222
1245,c5cc6f51-e2b2-4f37-9dd4-7bd0a0cec936,15497,chr8:p-arm,7614,6004
1247,aa0cb3b1-9e71-4466-92f9-d62d35941aae,7547,chr13:q-arm,3199,3373
1248,a22c5f3b-6094-4f07-8bd9-878004f89ae1,3268,chr14:q-arm,74,3103
1249,13d6155d-b42e-44f7-b0c8-ebd50f3a79a7,38950,chr5:p-arm,17993,17009
1250,c70d0239-c94e-4ce9-baf6-ce64e6c30d35,3321,chr20:q-arm,1430,1376
1252,6ed02b0d-679a-4cd3-af85-5946fa777fa9,6323,chr19:p-arm,1158,4960
1253,b829688d-ea69-4c9d-a5b5-1f287c170e07,33105,chr4:q-arm,23446,4570
1254,35d52b89-03f8-46c4-bcb4-076b1b4bf5cd,10035,chr14:q-arm,4194,5017
1255,0b4b971e-bf55-49f7-aee9-585d5b5fcc08,31885,chr8:p-arm,22903,3964
1257,c90c1d89-7e93-42cc-9019-a2b7afc26573,14532,chr1:p-arm,8413,5230
1258,122f087c-f4cb-4921-8ad3-07b23501af8d,7697,chr3:p-arm,1842,5432
1260,cebbf95c-4509-4fd6-b9a7-c1636c91e086,23615,chr17:p-arm,13906,4936
1261,84575ddc-9a64-48ce-b6fc-ac4c23c2386d,37398,chr21:p-arm,23854,9964
1262,b0a8f75b-1266-4b1a-bfe2-043df5aa8426,25616,chr10:p-arm,10613,12826
1263,89723b55-1322-431e-96be-3df7ba8e0c5f,18008,chr16:q-arm,10470,3076
1264,84d966bb-e85b-45e9-96ec-7c67f904dba8,26135,chrX:p-arm,47,228
1266,0b563d23-c32b-4ee8-b21b-6172f53f2400,6934,chr3:q-arm,57,6057
1267,100ec380-aaa5-44d3-a045-fb4309d9490e,2069,chr16:q-arm,73,1910
1268,4dae29b1-5989-4fff-9c35-d1d61ecaec21,16175,chr2:p-arm,9776,4966
1269,9bf74315-d91b-4947-8acf-f30666e13a16,5354,chrX:q-arm,1493,3565
1270,34e34fe1-e1e2-46af-8b5e-b5d84f5979e2,5118,chr9:p-arm,48,102
1271,7b702fad-cf08-4d10-add9-8f0081838e65,7214,chr4:q-arm,618,5776
1272,514e1e7e-460c-4865-8769-91355ce2e207,20245,chr1:p-arm,12712,4444
1273,c5604893-1fdb-43f9-8828-e3074b035a30,34676,chr6:q-arm,24481,3964
1274,1d379d0a-c99a-43f0-8b8c-21ae634d7282,2982,chr19:p-arm,83,2820
1275,d02677ce-0a14-4f1e-937b-d92f2d770c54,2704,chr15:p-arm,92,111
1276,ff8a6a06-68f7-40f4-b0c0-a14702b4bcc6,1010,chr14:q-arm,44,837
1277,213f6200-77be-4f5d-9d19-ee518e7674d4,1481,chr8:q-arm,51,294
1278,90c88d43-e234-4982-b8a1-3e776198feab,8737,chr18:q-arm,2429,5790
1279,08704675-0a03-4b8e-8696-8beadbfbc680,23410,chr14:q-arm,14275,5605
1280,c7a16127-8fa1-4df9-b72d-62790f369d12,10054,chr18:q-arm,2574,7004
1282,b680fe41-1215-4f5f-b181-85f2541067d2,3512,chr19:q-arm,57,3089
1283,77e47c69-19ca-4792-8318-3a822c45b473,5982,chr12:p-arm,45,102
1285,acb69bf1-1ebf-4b12-a10e-8401324bd790,1618,chrX:p-arm,54,1446
1286,917652ff-32f0-4882-88ef-99d351603c97,4605,chrX:p-arm,59,4441
1287,e67dc6a4-9003-4881-ad1e-fa694cae39bf,1077,chr8:q-arm,49,907
1288,79a71640-5408-45cb-9a28-44045e574326,6797,chr12:q-arm,55,123
1291,179ec579-209e-487a-9b6b-27ef49650269,5804,chr19:p-arm,1142,3535
1292,a25fe90e-99ce-4e38-92de-6cf817f5fd07,24866,chr21:p-arm,18947,2094
1293,e570f3c3-a241-459c-b442-d0869be551a0,10018,chr11:p-arm,4468,4453
1294,6ee90572-e7ea-4f76-a80d-558deb5dfb6c,11944,chr9:q-arm,736,10213
1295,9627337b-c04b-4342-bb78-d5539ec809ef,25013,chr21:p-arm,17555,4598
1296,7bb9b3af-750e-4676-a466-20bf98834b5d,8067,chr13:p-arm,3209,4198
1297,1b3fa2bc-7174-4723-819b-9f6461475740,32129,chr8:q-arm,24178,5155
1298,1ccc7046-9a78-475a-b75e-acbaafded968,22421,chr9:p-arm,12617,7270
1300,524a0bc3-2b15-4df3-9b8a-a5e10e1bc5b5,18669,chr7:p-arm,14362,90
1301,05889a2a-9ab0-4378-8870-c857aafde6ad,11103,chr6:q-arm,7781,2202
1302,8cbaf19d-f59e-4420-aad6-e6e27852b603,12705,chr20:q-arm,5408,5408
1303,2160853d-e25e-4881-b0b8-e67ab79a1cc3,5761,chr3:q-arm,237,122
1304,b989d1b4-16bb-44a9-9031-c17ab9f1eb0e,3111,chr6:p-arm,244,2948
1305,d4423e3f-5a5c-49e0-ab05-c2650facbc4d,5228,chr4:q-arm,2179,1563
1306,ad0bd9f6-4406-43c1-90bb-eee959558d6a,12719,chr21:q-arm,6166,3932
1307,63ae8df7-0eb0-4095-84a9-33dac13d727f,17788,chr19:q-arm,9687,5644
1308,9b13642b-0669-4454-b815-20dc5bd87112,1753,chr20:p-arm,64,520
1309,35feb5f8-f6f3-4543-af82-9317211bf417,28857,chr21:q-arm,21618,4387
1310,64355c76-1c7b-4097-9428-f88b404f2ccb,23216,chr11:p-arm,13892,5173
1311,3c3d56d6-e0a1-47df-b377-e0cf1e32532d,8493,chr20:q-arm,1231,7024
1312,c5f784aa-d91a-495b-8aec-3fd08b285dbb,10340,chr10:q-arm,700,4714
1313,b990a8ad-7ad4-45a4-9e54-0387af48f709,7040,chr7:p-arm,240,4256
1314,58190f07-0dd5-4a11-bfc6-277c5b74ca37,1154,chr19:q-arm,49,147
1316,1a752ed3-2648-4e4a-96a3-ea4e64f497a4,2996,chr18:p-arm,104,116
1317,236b8408-8862-459d-abdd-77dbba57f0a1,11156,chr8:p-arm,6170,3668
1318,cda21984-e1a7-4422-9259-4a110f1a2671,9823,chr1:q-arm,4522,3549
1319,40803ce0-f23a-44d8-a14d-2db563939329,3488,chr8:q-arm,148,3327
1320,2d0916e0-87e8-4b16-b75f-822e96c95923,35585,chr1:p-arm,15784,5242
1321,94faef6a-a18a-4246-8c62-941c901a3859,8308,chrX:q-arm,1220,6454
1322,1ad14b3e-e73a-4cf1-8ef5-97a19c5d3fea,9644,chr6:p-arm,1020,8356
1323,e713ae3a-be1f-45b0-a8cc-9fc115a1843f,18272,chr20:p-arm,9303,7491
1324,0b4bb818-1d2a-42f2-ab5b-7e6baf66e728,27449,chr8:p-arm,18288,6450
1325,76d8f44d-9e97-4eb5-aa52-b87f9dd7a26f,23674,chr17:q-arm,9966,6583
1326,a6075744-daf0-46c7-8a38-f9ca9c5f2768,14060,chr8:q-arm,5771,6299
1327,2f1fb9bb-55ec-4878-ae20-2b4c5b6b6d4c,5716,chr19:q-arm,87,4444
1328,0c4d7937-5944-4873-9306-1b8df0646b1b,1642,chr13:p-arm,419,647
1329,d87b19be-c741-4ca8-998a-d55bff87d12c,43382,chr18:q-arm,33763,4674
1330,172528c5-079a-496b-8de0-9288166acdfc,11886,chr21:q-arm,4157,5800
1332,091e3b9f-14e2-4d6b-ae6e-f81cbc9c0c37,4438,chr19:p-arm,2395,776
1333,0e8d41ae-0073-498d-ac27-4717877e3001,4668,chr10:p-arm,597,114
1334,7bc29c50-e3a6-4427-aa7c-fe5272a21bab,7971,chr19:p-arm,3535,3160
1335,20d90c39-e54b-4ae2-8172-cfa1f7a75629,22874,chr20:p-arm,15122,1755
1336,9d0db584-158b-432f-b9b8-812d4dfc4cb4,6991,chr6:p-arm,1065,5680
1338,0bf4a039-5034-4a1d-be16-dd0709984a47,4212,chr19:q-arm,79,3142
1339,f2485a73-c48e-4ca5-851d-e6749cd9a275,49208,chr6:p-arm,37213,6856
1340,5a90c5d5-7bf2-4e03-a40b-24b3a9e0b8bc,3939,chr6:p-arm,562,186
1342,8603b68a-5f32-40aa-b442-d6593b0cb283,10753,chr15:p-arm,6016,3895
1343,36295f11-9dc3-4c0f-8121-686c1af446cc,13597,chr17:p-arm,3833,6148
1344,0008688a-9bb6-4046-b414-64873b14455a,16960,chr13:q-arm,4927,9939
1345,a9e34fda-bfe2-433d-bea2-79a09f6e7ece,16198,chr10:p-arm,11606,3356
1346,eae9a6fc-3fff-48ab-a0a8-1372e146e878,6917,chr11:p-arm,1228,5464
1347,59fa218c-d6a8-4c87-8d67-18e29c174afb,22028,chr14:q-arm,13707,3946
1348,d910d86e-f678-45f4-bb91-3ee6198d3d99,50553,chr10:q-arm,33737,4282
